Mes;Região;Empresa;Manifestacao;Item;Quantidade
04/2021;RMSP;IMIGRANTES;Reclamação;Tripulação/Funcionário;1
04/2021;RMSP;IMIGRANTES;Reclamação;Veículo;1
04/2021;RMSP;INTERNORTE;Informação;Horário;2
04/2021;RMSP;INTERNORTE;Informação;Serviços;5
04/2021;RMSP;INTERNORTE;Reclamação;Direção Perigosa;3
04/2021;RMSP;INTERNORTE;Reclamação;Horário;42
04/2021;RMSP;INTERNORTE;Reclamação;Inobservância de Ponto;17
04/2021;RMSP;INTERNORTE;Reclamação;Itinerário;3
04/2021;RMSP;INTERNORTE;Reclamação;Passageiro Especial;1
04/2021;RMSP;INTERNORTE;Reclamação;Superlotação;13
04/2021;RMSP;INTERNORTE;Reclamação;Tripulação/Funcionário;22
04/2021;RMSP;INTERNORTE;Reclamação;Veículo;2
04/2021;RMSP;INTERNORTE;Sugestão;Veículo;2
04/2021;RMSP;INTERVIAS;Elogio;Atendimento;3
04/2021;RMSP;INTERVIAS;Elogio;Veículo;1
04/2021;RMSP;INTERVIAS;Informação;Itinerário;2
04/2021;RMSP;INTERVIAS;Informação;Passe Escolar;1
04/2021;RMSP;INTERVIAS;Informação;Serviços;6
04/2021;RMSP;INTERVIAS;Reclamação;Direção Perigosa;3
04/2021;RMSP;INTERVIAS;Reclamação;Horário;46
04/2021;RMSP;INTERVIAS;Reclamação;Inobservância de Ponto;9
04/2021;RMSP;INTERVIAS;Reclamação;Itinerário;6
04/2021;RMSP;INTERVIAS;Reclamação;Mau Atendimento ao Idoso;1
04/2021;RMSP;INTERVIAS;Reclamação;Superlotação;7
04/2021;RMSP;INTERVIAS;Reclamação;Tarifa;1
04/2021;RMSP;INTERVIAS;Reclamação;Terminal;1
04/2021;RMSP;INTERVIAS;Reclamação;Tripulação/Funcionário;18
04/2021;RMSP;INTERVIAS;Reclamação;Veículo;6
04/2021;RMSP;INTERVIAS;Sugestão;Horário;1
04/2021;RMVPLN;JACAREÍ;Informação;Serviços;1
04/2021;RMVPLN;JACAREÍ;Reclamação;Horário;1
04/2021;RMVPLN;JACAREÍ;Reclamação;Inobservância de Ponto;1
04/2021;RMVPLN;LITORANEA;Informação;Serviços;3
04/2021;RMVPLN;LITORANEA;Reclamação;Horário;2
04/2021;RMVPLN;LITORANEA;Reclamação;Tripulação/Funcionário;1
04/2021;RMSP;MOBIBRASIL TRANSPORTE;Informação;Horário;1
04/2021;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Horário;5
04/2021;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Inobservância de Ponto;1
04/2021;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Tripulação/Funcionário;27
04/2021;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Veículo;1
04/2021;RMSP;MOBIBRASIL TRANSPORTE;Sugestão;Horário;1
04/2021;RMSP;PARQUE DAS NAÇÕES;Reclamação;Horário;1
04/2021;RMVPLN;PASSARO MARRON;Informação;Passe Escolar;1
04/2021;RMVPLN;PASSARO MARRON;Reclamação;Horário;4
04/2021;RMVPLN;PASSARO MARRON;Reclamação;Tripulação/Funcionário;1
04/2021;RMSP;PUBLIX;Informação;Horário;1
04/2021;RMSP;PUBLIX;Reclamação;Horário;4
04/2021;RMSP;PUBLIX;Reclamação;Mau Atendimento ao Idoso;1
04/2021;RMSP;PUBLIX;Reclamação;Tripulação/Funcionário;2
04/2021;RMS;RÁPIDO LUXO CAMPINAS;Elogio;Horário;1
04/2021;RMS;RÁPIDO LUXO CAMPINAS;Informação;Horário;1
04/2021;RMS;RÁPIDO LUXO CAMPINAS;Informação;Passe Escolar;1
04/2021;RMS;RÁPIDO LUXO CAMPINAS;Informação;Serviços;1
04/2021;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Horário;5
04/2021;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Superlotação;1
04/2021;RMSP;RIACHO GRANDE;Informação;Horário;2
04/2021;RMSP;RIACHO GRANDE;Reclamação;Horário;1
04/2021;RMSP;RIACHO GRANDE;Reclamação;Tripulação/Funcionário;1
04/2021;RMSP;RIBEIRÃO PIRES;Reclamação;Direção Perigosa;1
04/2021;RMSP;RIBEIRÃO PIRES;Reclamação;Horário;5
04/2021;RMSP;RIGRAS;Reclamação;Horário;1
04/2021;RMSP;RIGRAS;Reclamação;Inobservância de Ponto;1
04/2021;RMSP;SÃO CAMILO;Reclamação;Horário;1
04/2021;RMSP;SÃO CAMILO;Reclamação;Inobservância de Ponto;1
04/2021;RMSP;TRANS BUS;Reclamação;Direção Perigosa;1
04/2021;RMSP;TRANS BUS;Reclamação;Inobservância de Ponto;1
04/2021;RMSP;TRANS BUS;Reclamação;Mau Atendimento ao Idoso;1
04/2021;RMSP;TRANS BUS;Reclamação;Superlotação;1
04/2021;RMSP;TRANS BUS;Reclamação;Tripulação/Funcionário;3
04/2021;RMSP;TRIÂNGULO;Reclamação;Horário;2
04/2021;RMSP;TRIÂNGULO;Reclamação;Tripulação/Funcionário;12
04/2021;RMSP;TUCURUVI;Reclamação;Horário;1
04/2021;RMSP;TUCURUVI;Reclamação;Veículo;1
04/2021;RMSP;UNILESTE;Elogio;Atendimento;1
04/2021;RMSP;UNILESTE;Informação;Horário;4
04/2021;RMSP;UNILESTE;Informação;Serviços;2
04/2021;RMSP;UNILESTE;Reclamação;Atendimento;1
04/2021;RMSP;UNILESTE;Reclamação;Horário;36
04/2021;RMSP;UNILESTE;Reclamação;Inobservância de Ponto;3
04/2021;RMSP;UNILESTE;Reclamação;Itinerário;1
04/2021;RMSP;UNILESTE;Reclamação;Mau Atendimento ao Idoso;1
04/2021;RMSP;UNILESTE;Reclamação;Superlotação;1
04/2021;RMSP;UNILESTE;Reclamação;Tripulação/Funcionário;6
04/2021;RMSP;UNILESTE;Reclamação;Veículo;1
04/2021;RMSP;UNILESTE;Sugestão;Horário;1
05/2021;RMSP;ABC;Informação;Serviços;1
05/2021;RMSP;ABC;Reclamação;Horário;3
05/2021;RMSP;ABC SISTEMA;Reclamação;Horário;14
05/2021;RMSP;ABC SISTEMA;Reclamação;Inobservância de Ponto;1
05/2021;RMSP;ABC SISTEMA;Reclamação;Tripulação/Funcionário;8
05/2021;RMSP;ABC SISTEMA-Metra;Informação;Horário;1
05/2021;RMSP;ABC SISTEMA-Metra;Informação;Serviços;3
05/2021;RMSP;ABC SISTEMA-Metra;Reclamação;Horário;4
05/2021;RMSP;ABC SISTEMA-Metra;Reclamação;Inobservância de Ponto;2
05/2021;RMSP;ABC SISTEMA-Metra;Reclamação;Serviços;4
05/2021;RMSP;ABC SISTEMA-Metra;Reclamação;Superlotação;1
05/2021;RMSP;ABC SISTEMA-Metra;Reclamação;Terminal;5
05/2021;RMSP;ABC SISTEMA-Metra;Reclamação;Tripulação/Funcionário;2
05/2021;RMSP;ABC SISTEMA-Metra;Reclamação;Veículo;7
05/2021;RMSP;ABC SISTEMA-Metra;Sugestão;Terminal;1
05/2021;RMSP;ANHANGUERA;Informação;Serviços;8
05/2021;RMSP;ANHANGUERA;Reclamação;Direção Perigosa;6
05/2021;RMSP;ANHANGUERA;Reclamação;Horário;28
05/2021;RMSP;ANHANGUERA;Reclamação;Inobservância de Ponto;16
05/2021;RMSP;ANHANGUERA;Reclamação;Itinerário;2
05/2021;RMSP;ANHANGUERA;Reclamação;Serviços;1
05/2021;RMSP;ANHANGUERA;Reclamação;Superlotação;5
05/2021;RMSP;ANHANGUERA;Reclamação;Tarifa;1
05/2021;RMSP;ANHANGUERA;Reclamação;Terminal;1
05/2021;RMSP;ANHANGUERA;Reclamação;Tripulação/Funcionário;24
05/2021;RMSP;ANHANGUERA;Reclamação;Veículo;4
05/2021;RMSP;ANHANGUERA;Sugestão;Horário;3
05/2021;RMS;AUTO ONIBUS SAO JOAO LTDA;Reclamação;Horário;1
05/2021;RMBS;BR MOBILIDADE EMPRESAS;Elogio;Atendimento;2
05/2021;RMBS;BR MOBILIDADE EMPRESAS;Informação;Carteira Passageiro Especial;1
05/2021;RMBS;BR MOBILIDADE EMPRESAS;Informação;Isenção de Tarifa;1
05/2021;RMBS;BR MOBILIDADE EMPRESAS;Informação;Passe Escolar;2
05/2021;RMBS;BR MOBILIDADE EMPRESAS;Informação;Passe Idoso;8
05/2021;RMBS;BR MOBILIDADE EMPRESAS;Informação;Serviços;16
05/2021;RMBS;BR MOBILIDADE EMPRESAS;Informação;Vale-Transporte;18
05/2021;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Horário;11
05/2021;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Inobservância de Ponto;2
05/2021;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Itinerário;1
05/2021;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Serviços;1
05/2021;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Superlotação;2
05/2021;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Tarifa;1
05/2021;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Tripulação/Funcionário;8
05/2021;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Veículo;7
05/2021;RMBS;BR MOBILIDADE EMPRESAS;Sugestão;Horário;1
05/2021;RMBS;BR MOBILIDADE EMPRESAS;Sugestão;Itinerário;2
05/2021;RMBS;BR MOBILIDADE VLT;Informação;Serviços;1
05/2021;RMBS;BR MOBILIDADE VLT;Informação;Serviços (VLT);1
05/2021;RMBS;BR MOBILIDADE VLT;Sugestão;Serviços;2
05/2021;RMC;BUS(Mais);Elogio;Horário;1
05/2021;RMC;BUS(Mais);Informação;Horário;1
05/2021;RMC;BUS(Mais);Informação;Itinerário;3
05/2021;RMC;BUS(Mais);Informação;Passe Escolar;1
05/2021;RMC;BUS(Mais);Informação;Serviços;7
05/2021;RMC;BUS(Mais);Informação;Vale-Transporte;1
05/2021;RMC;BUS(Mais);Reclamação;Horário;23
05/2021;RMC;BUS(Mais);Reclamação;Inobservância de Ponto;5
05/2021;RMC;BUS(Mais);Reclamação;Mau Atendimento ao Idoso;1
05/2021;RMC;BUS(Mais);Reclamação;Superlotação;4
05/2021;RMC;BUS(Mais);Reclamação;Tripulação/Funcionário;6
05/2021;RMC;BUS(Mais);Reclamação;Veículo;2
05/2021;RMC;BUS(Mais);Sugestão;Horário;2
05/2021;RMC;BUS(Mais);Sugestão;Itinerário;1
05/2021;RMSP;CMT;Informação;Integração;2
05/2021;RMSP;CMT;Informação;Passe Escolar;45
05/2021;RMSP;CMT;Informação;Passe Idoso;14
05/2021;RMSP;CMT;Informação;Serviços;111
05/2021;RMSP;CMT;Informação;Vale-Transporte;45
05/2021;RMSP;CMT;Reclamação;Atendimento;4
05/2021;RMSP;CMT;Reclamação;Integração;3
05/2021;RMSP;CMT;Reclamação;Passe Escolar;10
05/2021;RMSP;CMT;Reclamação;Tarifa;1
05/2021;RMSP;CMT;Reclamação;Tripulação/Funcionário;1
05/2021;RMSP;CMT;Reclamação;Vale-Transporte;1
05/2021;RMSP;CMT;Sugestão;Serviços;1
05/2021;RMSP;EAOSA;Reclamação;Direção Perigosa;1
05/2021;RMSP;EAOSA;Reclamação;Horário;1
05/2021;RMSP;EMTU;Elogio;Atendimento;2
05/2021;RMSP;EMTU;Informação;Carteira Passageiro Especial;84
05/2021;RMS;EMTU;Informação;Carteira Passageiro Especial;3
05/2021;RMBS;EMTU;Informação;Carteira Passageiro Especial;3
05/2021;RMVPLN;EMTU;Informação;Carteira Passageiro Especial;2
05/2021;RMC;EMTU;Informação;Carteira Passageiro Especial;2
05/2021;RMSP;EMTU;Informação;Greve;1
05/2021;RMSP;EMTU;Informação;Horário;16
05/2021;RMC;EMTU;Informação;Horário;3
05/2021;RMS;EMTU;Informação;Horário;2
05/2021;RMBS;EMTU;Informação;Horário;2
05/2021;RMVPLN;EMTU;Informação;Horário;1
05/2021;RMSP;EMTU;Informação;Integração;7
05/2021;RMSP;EMTU;Informação;Isenção de Tarifa;1
05/2021;RMSP;EMTU;Informação;Itinerário;20
05/2021;RMC;EMTU;Informação;Itinerário;12
05/2021;RMS;EMTU;Informação;Itinerário;6
05/2021;RMVPLN;EMTU;Informação;Itinerário;1
05/2021;RMSP;EMTU;Informação;Ligado;2
05/2021;RMC;EMTU;Informação;Ligado;2
05/2021;RMSP;EMTU;Informação;Passe Desempregado;8
05/2021;RMSP;EMTU;Informação;Passe Escolar;365
05/2021;RMBS;EMTU;Informação;Passe Escolar;41
05/2021;RMVPLN;EMTU;Informação;Passe Escolar;20
05/2021;RMC;EMTU;Informação;Passe Escolar;20
05/2021;RMS;EMTU;Informação;Passe Escolar;8
05/2021;RMSP;EMTU;Informação;Passe Idoso;3
05/2021;RMSP;EMTU;Informação;Serviços;58
05/2021;RMC;EMTU;Informação;Serviços;7
05/2021;RMS;EMTU;Informação;Serviços;5
05/2021;RMVPLN;EMTU;Informação;Serviços;5
05/2021;RMBS;EMTU;Informação;Serviços;4
05/2021;RMBS;EMTU;Informação;Serviços (VLT);1
05/2021;RMVPLN;EMTU;Informação;Vale-Transporte;1
05/2021;RMS;EMTU;Reclamação;Atendimento;3
05/2021;RMSP;EMTU;Reclamação;Atendimento;2
05/2021;RMVPLN;EMTU;Reclamação;Atendimento;1
05/2021;RMSP;EMTU;Reclamação;Direção Perigosa;5
05/2021;RMC;EMTU;Reclamação;Horário;1
05/2021;RMVPLN;EMTU;Reclamação;Horário;1
05/2021;RMSP;EMTU;Reclamação;Inobservância de Ponto;3
05/2021;RMSP;EMTU;Reclamação;Ligado;1
05/2021;RMSP;EMTU;Reclamação;Passageiro Especial;1
05/2021;RMSP;EMTU;Reclamação;Passe Escolar;7
05/2021;RMVPLN;EMTU;Reclamação;Passe Escolar;2
05/2021;RMSP;EMTU;Reclamação;Serviços;4
05/2021;RMSP;EMTU;Reclamação;Terminal;1
05/2021;RMVPLN;EMTU;Reclamação;Transporte Irregular;1
05/2021;RMSP;EMTU;Reclamação;Tripulação/Funcionário;14
05/2021;RMSP;EMTU;Sugestão;Horário;26
05/2021;RMC;EMTU;Sugestão;Horário;10
05/2021;RMVPLN;EMTU;Sugestão;Horário;7
05/2021;RMBS;EMTU;Sugestão;Horário;3
05/2021;RMS;EMTU;Sugestão;Horário;3
05/2021;RMSP;EMTU;Sugestão;Itinerário;19
05/2021;RMC;EMTU;Sugestão;Itinerário;2
05/2021;RMS;EMTU;Sugestão;Itinerário;1
05/2021;RMSP;EUSA;Informação;Horário;1
05/2021;RMSP;EUSA;Reclamação;Tripulação/Funcionário;1
05/2021;RMSP;EXPRESSO SBC;Reclamação;Horário;1
05/2021;RMSP;fretamento (todas);Informação;Carteira Passageiro Especial;1
05/2021;RMSP;fretamento (todas);Reclamação;Direção Perigosa;1
05/2021;RMSP;IMIGRANTES;Elogio;Atendimento;1
05/2021;RMSP;IMIGRANTES;Informação;Serviços;1
05/2021;RMSP;IMIGRANTES;Reclamação;Horário;3
05/2021;RMSP;IMIGRANTES;Reclamação;Inobservância de Ponto;2
05/2021;RMSP;IMIGRANTES;Reclamação;Tripulação/Funcionário;3
05/2021;RMSP;IMIGRANTES;Reclamação;Veículo;1
05/2021;RMSP;INTERNORTE;Informação;Horário;1
05/2021;RMSP;INTERNORTE;Informação;Itinerário;1
05/2021;RMSP;INTERNORTE;Informação;Serviços;3
05/2021;RMSP;INTERNORTE;Reclamação;Atendimento;3
05/2021;RMSP;INTERNORTE;Reclamação;Direção Perigosa;2
05/2021;RMSP;INTERNORTE;Reclamação;Horário;48
05/2021;RMSP;INTERNORTE;Reclamação;Inobservância de Ponto;11
05/2021;RMSP;INTERNORTE;Reclamação;Itinerário;1
05/2021;RMSP;INTERNORTE;Reclamação;Superlotação;4
05/2021;RMSP;INTERNORTE;Reclamação;Tripulação/Funcionário;19
05/2021;RMSP;INTERNORTE;Reclamação;Veículo;3
05/2021;RMSP;INTERNORTE;Sugestão;Horário;1
05/2021;RMSP;INTERVIAS;Elogio;Atendimento;3
05/2021;RMSP;INTERVIAS;Informação;Itinerário;1
05/2021;RMSP;INTERVIAS;Informação;Serviços;4
05/2021;RMSP;INTERVIAS;Informação;Tarifa;1
05/2021;RMSP;INTERVIAS;Reclamação;Direção Perigosa;8
05/2021;RMSP;INTERVIAS;Reclamação;Horário;23
05/2021;RMSP;INTERVIAS;Reclamação;Inobservância de Ponto;19
05/2021;RMSP;INTERVIAS;Reclamação;Itinerário;2
05/2021;RMSP;INTERVIAS;Reclamação;Superlotação;9
05/2021;RMSP;INTERVIAS;Reclamação;Tripulação/Funcionário;26
05/2021;RMSP;INTERVIAS;Reclamação;Veículo;3
05/2021;RMSP;INTERVIAS;Sugestão;Horário;1
05/2021;RMVPLN;JACAREÍ;Reclamação;Horário;1
05/2021;RMVPLN;JACAREÍ;Reclamação;Tripulação/Funcionário;3
05/2021;RMVPLN;LITORANEA;Reclamação;Horário;5
05/2021;RMVPLN;LITORANEA;Reclamação;Superlotação;1
05/2021;RMVPLN;LITORANEA;Reclamação;Tripulação/Funcionário;1
05/2021;RMVPLN;LITORANEA;Sugestão;Horário;1
05/2021;RMSP;MOBIBRASIL TRANSPORTE;Informação;Serviços;1
05/2021;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Horário;6
05/2021;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Tripulação/Funcionário;16
05/2021;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Veículo;1
05/2021;RMSP;MOBIBRASIL TRANSPORTE;Sugestão;Horário;1
05/2021;RMSP;PARQUE DAS NAÇÕES;Reclamação;Horário;1
05/2021;RMSP;PARQUE DAS NAÇÕES;Reclamação;Tripulação/Funcionário;1
05/2021;RMVPLN;PASSARO MARRON;Informação;Serviços;2
05/2021;RMVPLN;PASSARO MARRON;Reclamação;Horário;10
05/2021;RMVPLN;PASSARO MARRON;Reclamação;Passe Escolar;1
05/2021;RMVPLN;PASSARO MARRON;Reclamação;Superlotação;1
05/2021;RMVPLN;PASSARO MARRON;Reclamação;Veículo;1
05/2021;RMSP;PUBLIX;Elogio;Atendimento;1
05/2021;RMSP;PUBLIX;Informação;Horário;1
05/2021;RMSP;PUBLIX;Reclamação;Tripulação/Funcionário;2
05/2021;RMS;RÁPIDO LUXO CAMPINAS;Informação;Itinerário;1
05/2021;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Horário;2
05/2021;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Inobservância de Ponto;1
05/2021;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Superlotação;2
05/2021;RMSP;RIACHO GRANDE;Informação;Serviços;1
05/2021;RMSP;RIACHO GRANDE;Reclamação;Horário;5
05/2021;RMSP;RIACHO GRANDE;Reclamação;Inobservância de Ponto;2
05/2021;RMSP;RIACHO GRANDE;Reclamação;Superlotação;1
05/2021;RMSP;RIACHO GRANDE;Reclamação;Tripulação/Funcionário;2
05/2021;RMSP;RIACHO GRANDE;Reclamação;Veículo;2
05/2021;RMSP;RIBEIRÃO PIRES;Reclamação;Horário;1
05/2021;RMSP;RIGRAS;Sugestão;Itinerário;1
05/2021;RMSP;SÃO CAMILO;Reclamação;Direção Perigosa;1
05/2021;RMSP;SÃO CAMILO;Reclamação;Horário;1
05/2021;RMSP;SÃO CAMILO;Reclamação;Itinerário;1
05/2021;RMSP;TRANS BUS;Informação;Horário;1
05/2021;RMSP;TRANS BUS;Informação;Serviços;1
05/2021;RMSP;TRANS BUS;Reclamação;Direção Perigosa;1
05/2021;RMSP;TRANS BUS;Reclamação;Inobservância de Ponto;4
05/2021;RMSP;TRANS BUS;Reclamação;Superlotação;4
05/2021;RMSP;TRANS BUS;Reclamação;Tripulação/Funcionário;2
05/2021;RMSP;TRIÂNGULO;Reclamação;Horário;2
05/2021;RMSP;TRIÂNGULO;Reclamação;Tripulação/Funcionário;8
05/2021;RMSP;TUCURUVI;Reclamação;Horário;1
05/2021;RMSP;UNILESTE;Elogio;Atendimento;1
05/2021;RMSP;UNILESTE;Informação;Serviços;4
05/2021;RMSP;UNILESTE;Reclamação;Atendimento;1
05/2021;RMSP;UNILESTE;Reclamação;Direção Perigosa;3
05/2021;RMSP;UNILESTE;Reclamação;Horário;13
05/2021;RMSP;UNILESTE;Reclamação;Inobservância de Ponto;3
05/2021;RMSP;UNILESTE;Reclamação;Itinerário;1
05/2021;RMSP;UNILESTE;Reclamação;Mau Atendimento ao Idoso;2
05/2021;RMSP;UNILESTE;Reclamação;Tripulação/Funcionário;8
05/2021;RMSP;UNILESTE;Reclamação;Veículo;1
05/2021;RMSP;UNILESTE;Sugestão;Horário;1
06/2021;RMSP;ABC SISTEMA;Elogio;Atendimento;1
06/2021;RMSP;ABC SISTEMA;Reclamação;Horário;12
06/2021;RMSP;ABC SISTEMA;Reclamação;Inobservância de Ponto;4
06/2021;RMSP;ABC SISTEMA;Reclamação;Itinerário;1
06/2021;RMSP;ABC SISTEMA;Reclamação;Tripulação/Funcionário;5
06/2021;RMSP;ABC SISTEMA;Reclamação;Veículo;4
06/2021;RMSP;ABC SISTEMA-Metra;Elogio;Atendimento;1
06/2021;RMSP;ABC SISTEMA-Metra;Informação;Serviços;7
06/2021;RMSP;ABC SISTEMA-Metra;Informação;Tarifa;1
06/2021;RMSP;ABC SISTEMA-Metra;Reclamação;Atendimento;1
06/2021;RMSP;ABC SISTEMA-Metra;Reclamação;Horário;3
06/2021;RMSP;ABC SISTEMA-Metra;Reclamação;Inobservância de Ponto;1
06/2021;RMSP;ABC SISTEMA-Metra;Reclamação;Serviços;1
06/2021;RMSP;ABC SISTEMA-Metra;Reclamação;Terminal;8
06/2021;RMSP;ABC SISTEMA-Metra;Reclamação;Tripulação/Funcionário;3
06/2021;RMSP;ABC SISTEMA-Metra;Reclamação;Veículo;5
06/2021;RMSP;ANHANGUERA;Elogio;Atendimento;4
06/2021;RMSP;ANHANGUERA;Informação;Serviços;10
06/2021;RMSP;ANHANGUERA;Reclamação;Direção Perigosa;6
06/2021;RMSP;ANHANGUERA;Reclamação;Horário;41
06/2021;RMSP;ANHANGUERA;Reclamação;Inobservância de Ponto;16
06/2021;RMSP;ANHANGUERA;Reclamação;Itinerário;3
06/2021;RMSP;ANHANGUERA;Reclamação;Superlotação;9
06/2021;RMSP;ANHANGUERA;Reclamação;Tarifa;1
06/2021;RMSP;ANHANGUERA;Reclamação;Terminal;2
06/2021;RMSP;ANHANGUERA;Reclamação;Tripulação/Funcionário;17
06/2021;RMSP;ANHANGUERA;Reclamação;Veículo;4
06/2021;RMSP;ANHANGUERA;Sugestão;Horário;2
06/2021;RMBS;BR MOBILIDADE EMPRESAS;Informação;Passe Escolar;10
06/2021;RMBS;BR MOBILIDADE EMPRESAS;Informação;Passe Idoso;2
06/2021;RMBS;BR MOBILIDADE EMPRESAS;Informação;Serviços;21
06/2021;RMBS;BR MOBILIDADE EMPRESAS;Informação;Tarifa;1
06/2021;RMBS;BR MOBILIDADE EMPRESAS;Informação;Telefone;1
06/2021;RMBS;BR MOBILIDADE EMPRESAS;Informação;Vale-Transporte;19
06/2021;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Direção Perigosa;2
06/2021;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Horário;6
06/2021;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Inobservância de Ponto;3
06/2021;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Itinerário;1
06/2021;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Superlotação;4
06/2021;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Tarifa;2
06/2021;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Tripulação/Funcionário;8
06/2021;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Veículo;1
06/2021;RMBS;BR MOBILIDADE VLT;Informação;Serviços;1
06/2021;RMBS;BR MOBILIDADE VLT;Reclamação;Serviços;1
06/2021;RMC;BUS(Mais);Informação;Horário;2
06/2021;RMC;BUS(Mais);Informação;Itinerário;1
06/2021;RMC;BUS(Mais);Informação;Serviços;8
06/2021;RMC;BUS(Mais);Informação;Tarifa;1
06/2021;RMC;BUS(Mais);Informação;Vale-Transporte;3
06/2021;RMC;BUS(Mais);Reclamação;Direção Perigosa;3
06/2021;RMC;BUS(Mais);Reclamação;Horário;15
06/2021;RMC;BUS(Mais);Reclamação;Inobservância de Ponto;1
06/2021;RMC;BUS(Mais);Reclamação;Itinerário;2
06/2021;RMC;BUS(Mais);Reclamação;Superlotação;4
06/2021;RMC;BUS(Mais);Reclamação;Tripulação/Funcionário;7
06/2021;RMC;BUS(Mais);Reclamação;Veículo;2
06/2021;RMSP;CMT;Informação;Carteira Passageiro Especial;1
06/2021;RMSP;CMT;Informação;Integração;1
06/2021;RMSP;CMT;Informação;Passe Escolar;59
06/2021;RMSP;CMT;Informação;Passe Idoso;16
06/2021;RMSP;CMT;Informação;Serviços;97
06/2021;RMSP;CMT;Informação;Telefone;1
06/2021;RMSP;CMT;Informação;Vale-Transporte;35
06/2021;RMSP;CMT;Reclamação;Atendimento;2
06/2021;RMSP;CMT;Reclamação;Integração;5
06/2021;RMSP;CMT;Reclamação;Passe Escolar;11
06/2021;RMSP;CMT;Reclamação;Serviços;3
06/2021;RMSP;CMT;Reclamação;Tarifa;1
06/2021;RMSP;CMT;Reclamação;Tripulação/Funcionário;2
06/2021;RMSP;CMT;Reclamação;Vale-Transporte;2
06/2021;RMSP;EAOSA;Reclamação;Direção Perigosa;1
06/2021;RMSP;EAOSA;Reclamação;Horário;3
06/2021;RMSP;EAOSA;Reclamação;Inobservância de Ponto;3
06/2021;RMSP;EAOSA;Reclamação;Tripulação/Funcionário;4
06/2021;RMSP;EMTU;Denúncia;Transporte Irregular;1
06/2021;RMVPLN;EMTU;Denúncia;Transporte Irregular;1
06/2021;RMSP;EMTU;Elogio;Atendimento;3
06/2021;RMSP;EMTU;Informação;Carteira Passageiro Especial;64
06/2021;RMBS;EMTU;Informação;Carteira Passageiro Especial;6
06/2021;RMS;EMTU;Informação;Carteira Passageiro Especial;3
06/2021;RMVPLN;EMTU;Informação;Carteira Passageiro Especial;2
06/2021;RMSP;EMTU;Informação;Horário;14
06/2021;RMC;EMTU;Informação;Horário;3
06/2021;RMVPLN;EMTU;Informação;Horário;2
06/2021;RMBS;EMTU;Informação;Horário;2
06/2021;RMSP;EMTU;Informação;Integração;3
06/2021;RMSP;EMTU;Informação;Itinerário;6
06/2021;RMC;EMTU;Informação;Itinerário;5
06/2021;RMS;EMTU;Informação;Itinerário;2
06/2021;RMBS;EMTU;Informação;Itinerário;2
06/2021;RMSP;EMTU;Informação;Passe Desempregado;6
06/2021;RMSP;EMTU;Informação;Passe Escolar;224
06/2021;RMBS;EMTU;Informação;Passe Escolar;29
06/2021;RMS;EMTU;Informação;Passe Escolar;21
06/2021;RMVPLN;EMTU;Informação;Passe Escolar;17
06/2021;RMC;EMTU;Informação;Passe Escolar;15
06/2021;RMSP;EMTU;Informação;Passe Idoso;1
06/2021;RMSP;EMTU;Informação;Serviços;57
06/2021;RMC;EMTU;Informação;Serviços;5
06/2021;RMBS;EMTU;Informação;Serviços;5
06/2021;RMVPLN;EMTU;Informação;Serviços;4
06/2021;RMS;EMTU;Informação;Serviços;1
06/2021;RMSP;EMTU;Informação;Tarifa;1
06/2021;RMSP;EMTU;Informação;Vale-Transporte;1
06/2021;RMVPLN;EMTU;Informação;Vale-Transporte;1
06/2021;RMS;EMTU;Reclamação;Atendimento;5
06/2021;RMSP;EMTU;Reclamação;Atendimento;5
06/2021;RMC;EMTU;Reclamação;Atendimento;1
06/2021;RMSP;EMTU;Reclamação;Direção Perigosa;4
06/2021;RMSP;EMTU;Reclamação;Horário;1
06/2021;RMBS;EMTU;Reclamação;Horário;1
